student,question,explanationText,score,upvotes,downvotes,postTimeStamp
31,103,so....,0,0,0,2017-06-08 08:03:32.824678+00:00
20,101,,0,0,0,2017-06-08 08:03:30.802039+00:00
49,101,,0,0,0,2017-06-08 08:02:34.144068+00:00
71,103,--的优先级比*低吗？,0,0,0,2017-06-08 08:01:02.912685+00:00
31,102,c应该是5个字符,0,0,0,2017-06-08 08:00:24.598565+00:00
31,102,嘤嘤,0,0,0,2017-06-08 07:59:56.403559+00:00
18,104,"void语句后面定义x,y时，是不是应该加*？但是B和D确实一样啊",0,0,0,2017-06-08 07:59:50.004474+00:00
48,102,C选项和正确选项之间的区别在？,0,0,0,2017-06-08 07:59:05.449491+00:00
21,101,,0,0,0,2017-06-08 07:58:32.028203+00:00
83,104,,0,0,0,2017-06-08 07:57:50.145956+00:00
33,96,,0,0,0,2017-06-08 07:57:44.397872+00:00
70,103,,0,0,0,2017-06-08 07:57:11.377652+00:00
30,101,,0,0,0,2017-06-08 07:57:07.129967+00:00
38,104,,0,0,0,2017-06-08 07:57:04.799280+00:00
48,101,B错是因为需要输出的是整个数组吗？,0,0,0,2017-06-08 07:56:52.294987+00:00
74,99," *(a[2]+1) 等价于a[1][1],跟D项不同",0,0,0,2017-06-08 07:56:24.087699+00:00
66,95,,0,0,0,2017-06-08 07:55:59.109928+00:00
70,102,,0,0,0,2017-06-08 07:55:27.815195+00:00
20,103,,0,0,0,2017-06-08 07:55:19.317983+00:00
41,99,a【3】【4】是3*4还是4*3啊？,0,0,0,2017-06-08 07:54:29.732234+00:00
58,104,???,0,0,0,2017-06-08 07:54:21.116675+00:00
49,104,更正：题干有问题，函数的形参应该定义成指针，然后B，D在这个题干下没问题,0,0,0,2017-06-08 07:54:11.945949+00:00
71,104,不用指针的形式也可以被地址赋值，问题是BD不都可以？难道还有顺序？,0,0,0,2017-06-08 07:53:52.474229+00:00
74,99,,0,0,0,2017-06-08 07:53:21.368754+00:00
39,104,"?
",0,0,0,2017-06-08 07:53:10.294333+00:00
22,103,,0,0,0,2017-06-08 07:53:09.813354+00:00
36,99, ,0,0,0,2017-06-08 07:52:50.004346+00:00
19,104,,0,0,0,2017-06-08 07:52:34.984854+00:00
38,102,,0,0,0,2017-06-08 07:50:32.937654+00:00
84,104,,0,0,0,2017-06-08 07:49:57.161018+00:00
49,104,"A仔细想想不对，应为地址的值给了浮点型数的话就不再是地址了，所以x,y并没有指向a,b；C也不对，temp不是形参，它就是浮点型所以不能用指针的形式。问题是，B、D有什么区别？？？

",0,0,0,2017-06-08 07:49:47.087071+00:00
73,104,不需要提前定义指针么,0,0,0,2017-06-08 07:49:13.094554+00:00
54,99,A指的是啥呀,0,0,0,2017-06-08 07:49:12.096449+00:00
68,100,,0,0,0,2017-06-08 07:49:04.887017+00:00
74,104,,0,0,0,2017-06-08 07:49:01.264699+00:00
33,95,,0,0,0,2017-06-08 07:48:49.935627+00:00
30,99,,0,0,0,2017-06-08 07:48:23.029734+00:00
33,104,,0,0,0,2017-06-08 07:47:28.693933+00:00
31,99,如果是*(a[0]+6)或者*（a[1]+2）也是对的,0,0,0,2017-06-08 07:47:23.915717+00:00
15,93,,0,0,0,2017-06-08 07:46:58.252908+00:00
18,104,,0,0,0,2017-06-08 07:46:00.999791+00:00
21,100,,0,0,0,2017-06-08 07:45:57.973671+00:00
11,103,   ,0,0,0,2017-06-08 07:45:53.904261+00:00
49,104,,0,0,0,2017-06-08 07:45:34.543188+00:00
20,104,"x,y定义的时候也不是指针吧？为什么呀",0,0,0,2017-06-08 07:44:35.109620+00:00
15,92,,0,0,0,2017-06-08 07:44:00.324981+00:00
20,104,,0,0,0,2017-06-08 07:43:46.954538+00:00
11,102,  ,0,0,0,2017-06-08 07:43:08.872678+00:00
11,101,  ,0,0,0,2017-06-08 07:41:42.670644+00:00
71,104,temp定义时不是指针，后面怎么用作指针啊？,0,0,0,2017-06-08 07:41:22.289867+00:00
30,96,,0,0,0,2017-06-08 07:41:02.401362+00:00
68,99,,0,0,0,2017-06-08 07:40:10.709618+00:00
21,99,,0,0,0,2017-06-08 07:39:46.613251+00:00
21,98,,0,0,0,2017-06-08 07:38:43.354667+00:00
68,98,,0,0,0,2017-06-08 07:38:36.070043+00:00
66,86,4,0,0,0,2017-06-08 07:38:29.847614+00:00
31,104,"B和D有区别么?
",0,0,0,2017-06-08 07:38:16.212736+00:00
73,102,?,0,0,0,2017-06-08 07:38:11.934574+00:00
66,85,a\b是数组名——地址,0,0,0,2017-06-08 07:37:12.140269+00:00
13,104,,0,0,0,2017-06-08 07:33:49.841220+00:00
13,104,B和D不一样吗？,0,0,0,2017-06-08 07:32:10.070254+00:00
66,104,,0,0,0,2017-06-08 07:32:02.714011+00:00
13,104,  ,0,0,0,2017-06-08 07:31:42.947353+00:00
18,101,,0,0,0,2017-06-08 07:26:28.585339+00:00
68,97,指针不能乘除，但可以加减（地址的移动）,0,0,0,2017-06-08 07:26:03.927329+00:00
68,97,,0,0,0,2017-06-08 07:25:07.506220+00:00
9,102,没看懂这题啥意思...,0,0,0,2017-06-08 07:24:55.539853+00:00
74,101,"D选项为什么正确啊？
",0,0,0,2017-06-08 07:23:25.313994+00:00
11,104,do not understand,0,0,0,2017-06-08 07:22:38.115281+00:00
4,102,,0,0,0,2017-06-08 06:37:35.285139+00:00
4,101,,0,0,0,2017-06-08 06:29:32.677078+00:00
4,97,,0,0,0,2017-06-08 06:27:07.224315+00:00
9,101,要输出一个字符串可以用指向其的指针变量来输出，,0,0,0,2017-06-08 05:55:59.424950+00:00
9,99,一个二维数组要看成是多个一维数组的组合，于是a[0]表示第一个一维数组的地址，并不代表这个二维数组的首地址（虽然数值上是一样的，但意义不一样），所以a[0]+1代表的是a[1]而不是a[0][1]。,0,0,0,2017-06-08 05:49:42.273923+00:00
4,103,,0,0,0,2017-06-08 05:44:22.158050+00:00
9,103,(*--p)的运行是怎样的顺序呢？,0,0,0,2017-06-08 05:40:18.447244+00:00
74,102,"B C 选项哪里错了啊？
",0,0,0,2017-06-08 05:34:35.036367+00:00
63,98,  ,0,0,0,2017-06-08 05:30:19.524294+00:00
63,103,  ,0,0,0,2017-06-08 05:28:29.502082+00:00
74,103,"--p此时p指向了a[0],   即y=(*a[0])++;那么y就应该等于a[0]",0,0,0,2017-06-08 05:24:28.353119+00:00
74,103,"
",0,0,0,2017-06-08 05:23:04.962369+00:00
25,103,,0,0,0,2017-06-07 13:15:32.520677+00:00
13,103,  ,0,0,0,2017-06-07 08:44:56.162780+00:00
77,92,,0,0,0,2017-06-06 11:23:06.052330+00:00
77,91,‘’,0,0,0,2017-06-06 11:20:50.414256+00:00
35,101,输出单个字符用%c,0,0,0,2017-06-06 10:18:03.004305+00:00
13,102,  ,0,0,0,2017-06-06 09:30:30.333342+00:00
25,99,,0,0,0,2017-06-06 06:55:14.389168+00:00
70,101,,0,0,0,2017-06-06 02:14:33.139454+00:00
43,101,哦错误的...,0,0,0,2017-06-05 14:11:40.458040+00:00
43,101,？,0,0,0,2017-06-05 14:11:24.595702+00:00
43,99,*（a+6）呢？,0,0,0,2017-06-05 13:58:11.074770+00:00
20,18,,0,0,0,2017-06-04 09:38:38.021372+00:00
20,16,,0,0,0,2017-06-04 09:38:11.499091+00:00
20,99,,0,0,0,2017-06-04 09:35:14.377902+00:00
35,99,为什么二元数组的a不是第一个元素的地址呢,0,0,0,2017-06-04 07:45:02.668139+00:00
26,71,,0,0,0,2017-06-04 07:13:34.554388+00:00
26,83,,0,0,0,2017-06-04 05:55:02.988452+00:00
70,99,,0,0,0,2017-06-04 05:37:39.811835+00:00
26,96,,0,0,0,2017-06-04 02:42:30.653507+00:00
26,99,,0,0,0,2017-06-04 02:26:27.076304+00:00
73,66,？,0,0,0,2017-06-04 01:58:14.280356+00:00
73,67,~,0,0,0,2017-06-04 01:52:00.898698+00:00
73,68,AB？,0,0,0,2017-06-04 01:47:37.671030+00:00
73,71,B呢,0,0,0,2017-06-04 01:37:47.180511+00:00
73,72,？,0,0,0,2017-06-04 01:35:47.681561+00:00
73,75,？,0,0,0,2017-06-04 01:33:30.493846+00:00
73,76,AD,0,0,0,2017-06-04 01:29:29.452651+00:00
73,78,ad,0,0,0,2017-06-04 01:25:39.912135+00:00
73,83,求解,0,0,0,2017-06-03 10:19:04.543487+00:00
73,85,~,0,0,0,2017-06-03 10:11:29.036541+00:00
73,86,如果是a[3]的话：是选B么,0,0,0,2017-06-03 10:10:56.473735+00:00
73,87,~,0,0,0,2017-06-03 10:08:58.351077+00:00
73,99,C选项跟D选项的是一样的额,0,0,0,2017-06-03 09:57:16.725412+00:00
73,99,有正确答案么,0,0,0,2017-06-03 09:54:47.016703+00:00
51,98,,0,0,0,2017-06-02 10:52:34.114254+00:00
73,95,"指针可以p=""abcd"",但 直接b=""abcd""不可以",0,0,0,2017-06-02 09:45:40.474902+00:00
60,64,,0,0,0,2017-06-02 01:19:24.844093+00:00
60,63,？？,0,0,0,2017-06-02 01:09:01.031101+00:00
60,62,除了go to还能用什么啊,0,0,0,2017-06-02 00:52:43.038531+00:00
60,60,while(k)等价于while(k!=0),0,0,0,2017-06-02 00:49:20.725303+00:00
60,60,,0,0,0,2017-06-02 00:44:04.683923+00:00
60,59,所以while(n)是判断里面的逻辑值吗,0,0,0,2017-06-02 00:42:33.047963+00:00
60,58,是结束循环的条件啊！！,0,0,0,2017-06-02 00:38:26.677302+00:00
60,57,是因为while格式要加{}吗,0,0,0,2017-06-02 00:34:03.947486+00:00
60,56,do while一定至少会执行一次,0,0,0,2017-06-02 00:30:42.310271+00:00
51,95,,0,0,0,2017-06-01 14:46:47.999788+00:00
51,96,*（p+2）,0,0,0,2017-06-01 14:45:28.134855+00:00
51,96,,0,0,0,2017-06-01 14:44:08.707591+00:00
30,95,,0,0,0,2017-06-01 12:10:34.378041+00:00
30,93,,0,0,0,2017-06-01 11:43:03.935125+00:00
30,91,,0,0,0,2017-06-01 10:52:27.962008+00:00
20,69,,0,0,0,2017-06-01 10:45:36.468919+00:00
20,93,,0,0,0,2017-06-01 10:44:24.366285+00:00
20,95,,0,0,0,2017-06-01 10:42:19.847748+00:00
20,97,.,0,0,0,2017-06-01 10:36:48.369029+00:00
9,96,"char s[20]=”programming”,*ps=s;   *ps=s是在定义指针变量ps。",0,0,0,2017-06-01 09:15:35.948675+00:00
43,91,？,0,0,0,2017-06-01 09:11:31.751820+00:00
41,91,t【2】是该数组第三行的首地址,0,0,0,2017-06-01 09:09:15.038585+00:00
69,96,,0,0,0,2017-06-01 09:05:37.982315+00:00
43,90,"？
",0,0,0,2017-06-01 09:05:12.827084+00:00
69,95,,0,0,0,2017-06-01 09:03:32.081120+00:00
81,96,,0,0,0,2017-06-01 09:03:15.631947+00:00
84,61,,0,0,0,2017-06-01 09:02:25.612231+00:00
81,94,,0,0,0,2017-06-01 09:02:10.813474+00:00
43,88,不应该是6吗,0,0,0,2017-06-01 09:01:45.068407+00:00
81,93,,0,0,0,2017-06-01 09:01:22.865701+00:00
81,92,,0,0,0,2017-06-01 09:00:59.312878+00:00
69,94,,0,0,0,2017-06-01 09:00:43.018206+00:00
81,91,,0,0,0,2017-06-01 09:00:18.995250+00:00
81,90,,0,0,0,2017-06-01 08:59:29.905550+00:00
43,87,？,0,0,0,2017-06-01 08:58:30.141362+00:00
81,89,,0,0,0,2017-06-01 08:57:58.765255+00:00
81,88,,0,0,0,2017-06-01 08:57:14.092591+00:00
81,86,,0,0,0,2017-06-01 08:54:45.540345+00:00
81,83,,0,0,0,2017-06-01 08:53:14.169985+00:00
81,83,,0,0,0,2017-06-01 08:53:00.777828+00:00
43,82,噢噢知道了,0,0,0,2017-06-01 08:50:37.984164+00:00
81,82,,0,0,0,2017-06-01 08:50:07.070778+00:00
43,82,>是运算符吗,0,0,0,2017-06-01 08:49:18.539329+00:00
81,79,,0,0,0,2017-06-01 08:47:34.546212+00:00
81,78,,0,0,0,2017-06-01 08:46:34.449592+00:00
84,54,,0,0,0,2017-06-01 08:44:22.063439+00:00
81,74,,0,0,0,2017-06-01 08:44:14.638641+00:00
15,91,,0,0,0,2017-06-01 08:44:13.839282+00:00
81,72,,0,0,0,2017-06-01 08:43:29.476193+00:00
69,91,,0,0,0,2017-06-01 08:43:12.850473+00:00
81,97,,0,0,0,2017-06-01 08:41:38.585084+00:00
43,81,插入排序和选择排序？,0,0,0,2017-06-01 08:41:22.647079+00:00
83,85,字符数组的复制要用strcpy()函数，不能这样直接用赋值操作符赋值。,0,0,0,2017-06-01 08:41:00.592070+00:00
60,55,,0,0,0,2017-06-01 08:40:13.496225+00:00
81,69,,0,0,0,2017-06-01 08:39:38.049649+00:00
41,95,"这个大小写不对啊
",0,0,0,2017-06-01 08:39:30.785473+00:00
83,86,拼接，第五个,0,0,0,2017-06-01 08:38:01.858925+00:00
83,87,,0,0,0,2017-06-01 08:37:09.783515+00:00
81,53,,0,0,0,2017-06-01 08:36:35.928106+00:00
83,88,"strlen(c);是计算字符串的有效长度的,数到第一个'\0'结束
\t
v
\\
\0//如果是strlen()的话是数到这里的,这个0符不算的,是计算第一个0符前面有多少个字符,strlen(c)输出3
w
i
l
l
\n
这里有九个字符，输出初始化的时候最后一个后面还要加一个'\0'这样的话，sizeof(c)输出10
",0,0,0,2017-06-01 08:35:53.490441+00:00
18,95,,0,0,0,2017-06-01 08:35:36.815153+00:00
26,94,,0,0,0,2017-06-01 08:35:21.358944+00:00
26,95,  ,0,0,0,2017-06-01 08:34:41.007972+00:00
9,95,"p=""abcd""中""abcd""代表首地址，不是字符串。",0,0,0,2017-06-01 08:32:32.838134+00:00
81,52,"
",0,0,0,2017-06-01 08:31:53.989316+00:00
60,54, ,0,0,0,2017-06-01 08:29:05.908517+00:00
83,88,,0,0,0,2017-06-01 08:25:57.518183+00:00
69,97,,0,0,0,2017-06-01 08:25:46.102316+00:00
39,95,*p='a'就可以了,0,0,0,2017-06-01 08:24:12.293898+00:00
74,96,ps+2 只是一个地址，而不是数值,0,0,0,2017-06-01 08:22:27.881816+00:00
60,53,对于外界来说【if else】是一个语句。。？,0,0,0,2017-06-01 08:21:18.288132+00:00
74,92,题目中 *p=a 是定义的时候赋值，与前一句话相连  所以在题目中*p并不是一个值，而是定义,0,0,0,2017-06-01 08:17:57.955192+00:00
44,96,,0,0,0,2017-06-01 08:17:30.794144+00:00
83,89,,0,0,0,2017-06-01 08:17:20.019107+00:00
83,90,"int a[][4]的写法就是表示，第一维大小没限制，但是第二维数组大小就是4，也就是int a[][4]={{1,2,3,4},{5,6,7,8},{9,10}}，所以是3.",0,0,0,2017-06-01 08:16:37.427149+00:00
84,97,,0,0,0,2017-06-01 08:13:18.877603+00:00
43,77,6错了吗,0,0,0,2017-06-01 08:11:35.683777+00:00
83,90,,0,0,0,2017-06-01 08:11:13.539493+00:00
83,91,,0,0,0,2017-06-01 08:09:27.472165+00:00
8,97, ,0,0,0,2017-06-01 08:04:08.212255+00:00
44,95,忽略大小写是吗,0,0,0,2017-06-01 08:02:03.578039+00:00
49,96,A选项应该错在只指向了o的地址？,0,0,0,2017-06-01 08:02:00.391063+00:00
70,96,,0,0,0,2017-06-01 08:01:43.154267+00:00
44,95,,0,0,0,2017-06-01 08:01:24.981870+00:00
83,93,指针是一个变量的地址，，若有一个变量专门用来存放另一变量的指针，则这个变量为指针变量,0,0,0,2017-06-01 08:00:34.724576+00:00
49,95,C选项是一个野指针，指向了内存中“abcd”的首元素地址，D选项p是首元素地址，不能给首元素地址内赋值“abcd”,0,0,0,2017-06-01 07:59:56.134000+00:00
49,95,,0,0,0,2017-06-01 07:58:02.059814+00:00
57,95,,0,0,0,2017-06-01 07:57:29.672228+00:00
21,95,,0,0,0,2017-06-01 07:57:23.251268+00:00
57,94,,0,0,0,2017-06-01 07:55:46.250894+00:00
57,92,,0,0,0,2017-06-01 07:54:00.406567+00:00
83,94,二维数组，第二行,0,0,0,2017-06-01 07:53:47.165847+00:00
57,90,,0,0,0,2017-06-01 07:52:10.074250+00:00
83,95,忽略大小写,0,0,0,2017-06-01 07:51:52.561733+00:00
83,95,,0,0,0,2017-06-01 07:51:03.949850+00:00
83,96,"ps[2]等同于 *(ps+2) 当ps为指针时，ps[2]等价于s[2]，表示的都是数组中的第3个元素。前者表示指针名称加下标引用元素，而后者表示数组名称加下标来引用元素。
如果ps+=2，*ps  就可代表'o'
",0,0,0,2017-06-01 07:50:06.453922+00:00
21,94,,0,0,0,2017-06-01 07:49:30.750703+00:00
19,92,,0,0,0,2017-06-01 07:49:04.985639+00:00
57,88,,0,0,0,2017-06-01 07:48:50.913135+00:00
49,92,*p是指第一个元素的值，a是地址,0,0,0,2017-06-01 07:48:26.493290+00:00
21,93,,0,0,0,2017-06-01 07:48:10.867305+00:00
21,92,,0,0,0,2017-06-01 07:46:46.192426+00:00
57,86,,0,0,0,2017-06-01 07:46:43.995966+00:00
49,92,,0,0,0,2017-06-01 07:45:54.622862+00:00
19,91,?,0,0,0,2017-06-01 07:45:52.112271+00:00
57,85,,0,0,0,2017-06-01 07:45:15.929991+00:00
31,96,"。
",0,0,0,2017-06-01 07:45:12.441074+00:00
70,95,,0,0,0,2017-06-01 07:44:25.515802+00:00
48,95,"A,B选项中,对于数组而言,有三种赋值方式,1.在定义的时候赋值（初始化） 2.用for语句,对数组元素一个一个地赋值 3.使用指针,如C
D选项中,错在多了一个“*”,“abcd”赋值给p是将“abcd”的首地址赋给p指针",0,0,0,2017-06-01 07:44:11.671738+00:00
38,95,,0,0,0,2017-06-01 07:43:52.065191+00:00
57,84,,0,0,0,2017-06-01 07:43:39.668014+00:00
31,95,老师说忽略大小写,0,0,0,2017-06-01 07:43:32.127034+00:00
44,92,"为什么不能够表示呀
",0,0,0,2017-06-01 07:42:52.620001+00:00
83,97,指针不能做乘法和除法运算，，但可以和一个整数相加，且由于它们都是同一类的指针，可以相互赋值，但不能把其中一个的地址赋给另一个，,0,0,0,2017-06-01 07:42:50.623822+00:00
44,92,,0,0,0,2017-06-01 07:42:29.682450+00:00
70,94,,0,0,0,2017-06-01 07:42:06.561354+00:00
57,96,,0,0,0,2017-06-01 07:41:43.735062+00:00
19,94,.,0,0,0,2017-06-01 07:41:20.781819+00:00
48,95,有哪位大佬能解释一下吗QAQ,0,0,0,2017-06-01 07:41:15.865707+00:00
70,93,,0,0,0,2017-06-01 07:41:05.875976+00:00
73,95,没有正确答案吧？,0,0,0,2017-06-01 07:40:58.310608+00:00
57,97,,0,0,0,2017-06-01 07:40:07.291734+00:00
48,94,为什么puts后面alp的前面没有*呢？,0,0,0,2017-06-01 07:40:01.648927+00:00
58,95,,0,0,0,2017-06-01 07:39:59.228684+00:00
19,95,.,0,0,0,2017-06-01 07:39:37.536379+00:00
39,95,"？
",0,0,0,2017-06-01 07:39:14.053193+00:00
70,92,,0,0,0,2017-06-01 07:39:06.928456+00:00
31,95,"??????
",0,0,0,2017-06-01 07:38:42.018178+00:00
44,97,"没懂，以及看起来嘴不对的果然又是对的。。
",0,0,0,2017-06-01 07:38:38.557310+00:00
21,91,,0,0,0,2017-06-01 07:38:27.435065+00:00
67,91,,0,0,0,2017-06-01 07:38:10.430854+00:00
45,92,??D错在哪,0,0,0,2017-06-01 07:37:59.482028+00:00
44,97,,0,0,0,2017-06-01 07:37:48.361739+00:00
44,91,,0,0,0,2017-06-01 07:36:52.829750+00:00
74,97,,0,0,0,2017-06-01 07:36:48.875403+00:00
39,93,"标识符是啥玩意啊
",0,0,0,2017-06-01 07:36:33.207278+00:00
67,92,,0,0,0,2017-06-01 07:36:32.516471+00:00
83,97,??,0,0,0,2017-06-01 07:36:26.292197+00:00
59,97,OTL,0,0,0,2017-06-01 07:36:06.505242+00:00
39,93,,0,0,0,2017-06-01 07:36:02.642656+00:00
19,96,.,0,0,0,2017-06-01 07:35:40.511314+00:00
31,91,"???
",0,0,0,2017-06-01 07:35:31.889834+00:00
69,97,,0,0,0,2017-06-01 07:34:39.141365+00:00
56,91,"为什么A是错的呀
",0,0,0,2017-06-01 07:34:37.617503+00:00
48,91,那个Ya同学太厉害了！,0,0,0,2017-06-01 07:34:10.418708+00:00
67,95,,0,0,0,2017-06-01 07:34:06.547332+00:00
48,91,为什么其他选项是错的啊？,0,0,0,2017-06-01 07:33:15.680221+00:00
79,96,,0,0,0,2017-06-01 07:33:04.320082+00:00
67,96,,0,0,0,2017-06-01 07:32:39.629371+00:00
70,91,,0,0,0,2017-06-01 07:30:15.734294+00:00
71,94,输出一行吗？,0,0,0,2017-06-01 07:29:16.625949+00:00
71,95, P是从哪里来的？不是说C语言也是对大小写字母敏感的吗？,0,0,0,2017-06-01 07:28:21.841088+00:00
19,97,?,0,0,0,2017-06-01 07:27:29.617037+00:00
21,96,,0,0,0,2017-06-01 07:27:06.957065+00:00
79,88,,0,0,0,2017-06-01 07:26:40.666462+00:00
71,96,用*（ps）[2]可以吗？ ,0,0,0,2017-06-01 07:24:19.818392+00:00
11,91,Z???,0,0,0,2017-06-01 07:22:02.130120+00:00
21,97,,0,0,0,2017-06-01 07:21:54.112006+00:00
36,95, ,0,0,0,2017-06-01 06:29:11.326727+00:00
36,91, ,0,0,0,2017-06-01 05:39:04.332171+00:00
63,92, ,0,0,0,2017-06-01 05:35:42.715654+00:00
63,91, ,0,0,0,2017-06-01 05:34:14.030182+00:00
74,94,,0,0,0,2017-06-01 04:55:33.312995+00:00
74,92,,0,0,0,2017-06-01 04:54:38.573781+00:00
74,91,,0,0,0,2017-06-01 04:52:10.634536+00:00
74,95,"
",0,0,0,2017-06-01 04:50:10.165592+00:00
74,96,？,0,0,0,2017-06-01 04:47:07.597774+00:00
53,95,求解答,0,0,0,2017-05-31 12:42:32.776956+00:00
25,95,,0,0,0,2017-05-31 08:40:33.550952+00:00
25,94,,0,0,0,2017-05-31 08:07:32.250213+00:00
25,96,,0,0,0,2017-05-31 07:44:53.146481+00:00
13,95, ,0,0,0,2017-05-30 09:44:57.295151+00:00
73,92,*p++ :p+1后取该指针所表示的位置,0,0,0,2017-05-30 04:54:41.798328+00:00
73,92,？,0,0,0,2017-05-30 04:50:14.043089+00:00
73,91,"？
",0,0,0,2017-05-30 04:47:55.378214+00:00
33,86,,0,0,0,2017-05-30 02:23:19.260499+00:00
33,88,,0,0,0,2017-05-30 02:10:49.966511+00:00
33,91,,0,0,0,2017-05-30 02:04:44.375125+00:00
33,92,,0,0,0,2017-05-30 02:03:16.859445+00:00
33,84,,0,0,0,2017-05-30 01:56:03.663989+00:00
33,81,,0,0,0,2017-05-30 01:52:36.254184+00:00
33,94,,0,0,0,2017-05-30 01:47:51.928508+00:00
25,92,"为什么不能表示呢？
",0,0,0,2017-05-28 09:50:32.467488+00:00
25,92,,0,0,0,2017-05-28 09:49:27.754992+00:00
25,91,,0,0,0,2017-05-28 09:46:18.831872+00:00
13,91,  ,0,0,0,2017-05-27 13:30:10.491670+00:00
51,91,A越界 B越界 C多了一个&，如果要用&就要有两个[]  D实际上表示&t[2][0],0,0,0,2017-05-26 12:41:06.446103+00:00
51,91,,0,0,0,2017-05-26 12:36:34.965706+00:00
39,89,"??
",0,0,0,2017-05-25 09:31:14.376169+00:00
69,88,,0,0,0,2017-05-25 09:11:41.157369+00:00
69,88,,0,0,0,2017-05-25 09:11:06.871380+00:00
69,83,,0,0,0,2017-05-25 08:58:26.872468+00:00
39,76,1,0,0,0,2017-05-25 08:56:39.217765+00:00
69,81,,0,0,0,2017-05-25 08:53:48.492667+00:00
8,86, ,0,0,0,2017-05-25 08:49:30.169012+00:00
30,89,,0,0,0,2017-05-25 08:44:13.231987+00:00
69,79,,0,0,0,2017-05-25 08:35:02.918136+00:00
69,79,,0,0,0,2017-05-25 08:35:01.850574+00:00
30,86,,0,0,0,2017-05-25 08:34:58.878332+00:00
69,77,,0,0,0,2017-05-25 08:32:48.830706+00:00
30,83,,0,0,0,2017-05-25 08:28:49.051301+00:00
69,76,,0,0,0,2017-05-25 08:23:53.371498+00:00
15,81,,0,0,0,2017-05-25 08:20:56.663909+00:00
30,81,这个执行后不是42310吗……可以排序吗？,0,0,0,2017-05-25 08:19:38.760825+00:00
70,88,,0,0,0,2017-05-25 08:19:26.765672+00:00
38,89,,0,0,0,2017-05-25 08:17:59.135032+00:00
30,81,,0,0,0,2017-05-25 08:11:11.799911+00:00
84,71,"?
",0,0,0,2017-05-25 08:08:50.103018+00:00
59,88,？？？,0,0,0,2017-05-25 08:07:16.261127+00:00
70,85,,0,0,0,2017-05-25 08:05:44.134704+00:00
21,84,,0,0,0,2017-05-25 08:05:22.240533+00:00
84,75,,0,0,0,2017-05-25 08:05:06.251258+00:00
36,88," 

",0,0,0,2017-05-25 08:01:17.319187+00:00
21,89,如果对部分元素赋初值，定义数组时第一维的长度和第二维的长度都要指定，对全部元素赋初值，第二维的长度不能省，第一维的长度可以不指定,0,0,0,2017-05-25 07:59:30.798460+00:00
36,86," 
",0,0,0,2017-05-25 07:59:27.284814+00:00
38,88,,0,0,0,2017-05-25 07:56:48.156357+00:00
38,86,,0,0,0,2017-05-25 07:55:11.632703+00:00
70,90,,0,0,0,2017-05-25 07:54:53.146680+00:00
21,88,,0,0,0,2017-05-25 07:54:07.352294+00:00
38,83,,0,0,0,2017-05-25 07:53:09.279178+00:00
38,79,,0,0,0,2017-05-25 07:52:25.446995+00:00
30,76,,0,0,0,2017-05-25 07:51:57.969970+00:00
44,89, 这道题的 a 为什么不对呀，不能只规定行数不规定有多少个数吗？,0,0,0,2017-05-25 07:51:46.793962+00:00
71,84,只要你输入一个ASCII字符上的符号对应的数值，最后在输出的时候用%c就可以把字符输出。,0,0,0,2017-05-25 07:51:04.932663+00:00
44,89,,0,0,0,2017-05-25 07:50:42.916301+00:00
45,88,,0,0,0,2017-05-25 07:50:37.294243+00:00
71,84,l,0,0,0,2017-05-25 07:49:35.928933+00:00
30,90,,0,0,0,2017-05-25 07:46:56.036024+00:00
30,90,,0,0,0,2017-05-25 07:46:31.485765+00:00
49,86,a[4表示数组中的第5个数],0,0,0,2017-05-25 07:46:29.209203+00:00
74,86, ,0,0,0,2017-05-25 07:45:36.221337+00:00
44,87,,0,0,0,2017-05-25 07:44:49.053482+00:00
15,82,,0,0,0,2017-05-25 07:44:22.278511+00:00
74,88,"c[] 中的第四个字符 '\0' , 这是c中默认的字符串结束标志，也就是，遇到'\0', 就认为字符串结束了，所以数字符的时候只能数3个，",0,0,0,2017-05-25 07:44:15.610878+00:00
49,85,整体赋值出错,0,0,0,2017-05-25 07:44:00.202014+00:00
80,88,,0,0,0,2017-05-25 07:43:49.266859+00:00
49,85,,0,0,0,2017-05-25 07:43:32.747592+00:00
15,88,计算长度不包括‘\0’在内，只计算在‘\0’前面的长度，因此是3。,0,0,0,2017-05-25 07:43:23.463411+00:00
15,88,,0,0,0,2017-05-25 07:41:59.684733+00:00
21,89,,0,0,0,2017-05-25 07:41:51.056187+00:00
71,86,为什么是e?,0,0,0,2017-05-25 07:41:31.980404+00:00
44,85,,0,0,0,2017-05-25 07:38:12.473331+00:00
73,89,A和B哪一个对呢,0,0,0,2017-05-25 07:36:16.584246+00:00
71,88,\0不算在长度里面吗？,0,0,0,2017-05-25 07:34:45.156471+00:00
55,82,,0,0,0,2017-05-25 07:34:04.701151+00:00
73,88,\\算一个字符,0,0,0,2017-05-25 07:34:01.214575+00:00
19,88,?,0,0,0,2017-05-25 07:33:56.057584+00:00
21,90,,0,0,0,2017-05-25 07:25:17.342079+00:00
74,88,,0,0,0,2017-05-25 07:24:49.462265+00:00
11,88,%d,0,0,0,2017-05-25 07:24:45.143216+00:00
73,84,求解释,0,0,0,2017-05-25 07:24:21.865003+00:00
67,90,,0,0,0,2017-05-25 07:22:29.879227+00:00
60,51,忘记了,0,0,0,2017-05-25 05:42:21.203971+00:00
