学生序号,题号,Activity时间,Answer时间,Notes时间,AA时间差,NA时间差,最终时间差
46,103,2017-6-8 07:53:09,2017-06-08 07:54:23,,74,0,74
49,98,2017-6-8 07:54:35,2017-06-08 07:57:41,,186,0,186
41,99,2017-6-8 07:51:23,2017-06-08 07:53:59,2017-06-08 07:54:29,156,186,186
54,102,2017-6-8 07:54:28,2017-06-08 07:57:30,,182,0,182
45,101,2017-6-8 07:54:17,2017-06-08 07:55:32,,75,0,75
52,100,2017-6-8 07:54:06,2017-06-08 07:56:44,,158,0,158
84,102,2017-6-8 07:53:41,2017-06-08 07:55:16,,95,0,95
66,94,2017-6-8 07:53:27,2017-06-08 07:53:55,,28,0,28
70,100,2017-6-6 02:16:46,2017-06-06 02:17:28,,42,0,42
48,99,2017-6-8 07:53:19,2017-06-08 07:54:52,,93,0,93
45,102,2017-6-8 07:53:17,2017-06-08 07:54:11,,54,0,54
34,100,2017-6-8 07:53:08,2017-06-08 07:54:31,,83,0,83
66,93,2017-6-8 07:53:01,2017-06-08 07:53:21,,20,0,20
52,99,2017-6-8 07:52:49,2017-06-08 07:54:00,,71,0,71
66,92,2017-6-8 07:52:30,2017-06-08 07:52:56,,26,0,26
54,101,2017-6-8 07:52:26,2017-06-08 07:54:04,,98,0,98
46,102,2017-6-8 07:52:20,2017-06-08 07:53:00,,40,0,40
16,101,2017-6-8 07:52:18,2017-06-08 07:57:57,,339,0,339
34,99,2017-6-8 07:52:00,2017-06-08 07:52:55,,55,0,55
52,98,2017-6-8 07:51:49,2017-06-08 07:52:42,,53,0,53
34,104,2017-6-8 07:39:08,2017-06-08 07:40:33,,85,0,85
33,102,2017-6-8 07:51:29,2017-06-08 07:54:53,,204,0,204
45,100,2017-6-8 07:51:15,2017-06-08 07:51:52,,37,0,37
74,100,2017-6-8 07:50:59,2017-06-08 07:52:04,,65,0,65
54,100,2017-6-8 07:50:16,2017-06-08 07:52:17,,121,0,121
33,103,2017-6-8 07:50:05,2017-06-08 07:51:22,,77,0,77
84,101,2017-6-8 07:50:04,2017-06-08 07:52:05,,121,0,121
84,100,2017-6-8 07:49:27,2017-06-08 07:49:53,,26,0,26
68,100,2017-6-8 07:48:30,2017-06-08 07:49:03,,33,0,33
33,95,2017-6-8 07:46:26,2017-06-08 07:48:46,2017-06-08 07:48:49,140,143,143
66,91,2017-6-8 07:48:46,2017-06-08 07:49:19,,33,0,33
38,101,2017-6-8 07:45:30,2017-06-08 07:46:16,,46,0,46
38,101,2017-6-8 07:48:34,2017-06-08 07:48:38,,4,0,4
38,101,2017-6-8 07:48:44,2017-06-08 07:48:46,,2,0,2
80,98,2017-6-8 07:48:43,2017-06-08 08:01:11,,748,0,748
66,90,2017-6-8 07:48:23,2017-06-08 07:48:41,,18,0,18
32,99,2017-6-8 07:40:18,2017-06-08 07:41:03,,45,0,45
31,101,2017-6-8 07:48:13,2017-06-08 07:48:52,,39,0,39
16,100,2017-6-8 07:48:10,2017-06-08 07:52:10,,240,0,240
32,104,2017-6-8 07:38:00,2017-06-08 07:39:09,,69,0,69
48,98,2017-6-8 07:48:03,2017-06-08 07:53:05,,302,0,302
23,91,2017-6-8 07:48:02,2017-06-08 07:54:59,,417,0,417
31,100,2017-6-8 07:47:52,2017-06-08 07:48:07,,15,0,15
33,104,2017-6-8 07:35:25,2017-06-08 07:44:49,,564,0,564
31,99,2017-6-8 07:39:03,2017-06-08 07:40:00,,57,0,57
15,93,2017-6-8 07:44:58,2017-06-08 07:46:54,,116,0,116
41,98,2017-6-8 07:46:52,2017-06-08 07:47:36,,44,0,44
36,98,2017-6-8 07:46:49,2017-06-08 07:48:12,,83,0,83
80,104,2017-6-8 07:46:39,2017-06-08 07:48:33,,114,0,114
11,104,2017-6-8 07:20:16,2017-06-08 07:22:00,,104,0,104
16,99,2017-6-8 07:46:38,2017-06-08 07:47:49,,71,0,71
36,97,2017-6-8 07:46:27,2017-06-08 07:46:42,,15,0,15
46,101,2017-6-8 07:46:22,2017-06-08 07:47:27,,65,0,65
79,99,2017-6-8 07:45:58,2017-06-08 08:01:53,,955,0,955
21,100,2017-6-8 07:45:45,2017-06-08 07:45:55,,10,0,10
11,103,2017-6-8 07:43:35,2017-06-08 07:44:31,,56,0,56
11,103,2017-6-8 07:45:53,2017-06-08 07:46:12,2017-06-08 07:45:53,19,0,19
66,89,2017-6-8 07:45:50,2017-06-08 07:46:33,,43,0,43
41,104,2017-6-8 07:21:16,2017-06-08 07:37:34,,978,0,978
84,99,2017-6-8 07:45:34,2017-06-08 07:46:23,,49,0,49
38,100,2017-6-8 07:45:14,2017-06-08 07:45:25,,11,0,11
79,98,2017-6-8 07:44:53,2017-06-08 07:45:53,,60,0,60
45,99,2017-6-8 07:44:28,2017-06-08 07:51:08,,400,0,400
46,98,2017-6-8 07:41:15,2017-06-08 07:42:00,,45,0,45
32,103,2017-6-8 07:44:14,2017-06-08 07:44:48,,34,0,34
16,98,2017-6-8 07:44:12,2017-06-08 07:46:29,,137,0,137
15,92,2017-6-8 07:43:36,2017-06-08 07:43:56,,20,0,20
46,99,2017-6-8 07:42:25,2017-06-08 07:43:08,,43,0,43
38,99,2017-6-8 07:43:58,2017-06-08 07:45:10,,72,0,72
84,98,2017-6-8 07:43:39,2017-06-08 07:45:22,,103,0,103
53,104,2017-6-8 07:43:34,2017-06-08 07:45:19,,105,0,105
32,102,2017-6-8 07:43:21,2017-06-08 07:44:06,,45,0,45
46,100,2017-6-8 07:43:16,2017-06-08 07:43:35,,19,0,19
11,102,2017-6-8 07:42:01,2017-06-08 07:42:57,,56,0,56
45,98,2017-6-8 07:42:41,2017-06-08 07:44:20,,99,0,99
30,98,2017-6-8 07:42:31,2017-06-08 07:45:56,,205,0,205
32,101,2017-6-8 07:42:08,2017-06-08 07:43:14,,66,0,66
66,88,2017-6-8 07:42:07,2017-06-08 07:45:42,,215,0,215
66,87,2017-6-8 07:41:55,2017-06-08 07:42:01,,6,0,6
32,100,2017-6-8 07:41:51,2017-06-08 07:42:04,,13,0,13
11,101,2017-6-8 07:40:30,2017-06-08 07:41:22,,52,0,52
30,96,2017-6-8 07:40:04,2017-06-08 07:40:57,,53,0,53
34,98,2017-6-8 07:40:50,2017-06-08 07:51:27,,637,0,637
68,99,2017-6-8 07:38:47,2017-06-08 07:40:00,,73,0,73
11,100,2017-6-8 07:40:05,2017-06-08 07:40:25,,20,0,20
21,99,2017-6-8 07:38:55,2017-06-08 07:39:43,,48,0,48
12,104,2017-6-8 07:39:10,2017-06-08 07:39:50,,40,0,40
21,98,2017-6-8 07:27:52,2017-06-08 07:38:40,,648,0,648
31,98,2017-6-8 07:38:36,2017-06-08 07:38:56,,20,0,20
68,98,2017-6-8 07:26:13,2017-06-08 07:38:34,,741,0,741
66,86,2017-6-8 07:37:29,2017-06-08 07:38:21,,52,0,52
59,98,2017-6-8 07:38:28,2017-06-08 07:56:10,,1062,0,1062
12,103,2017-6-8 07:38:28,2017-06-08 07:39:04,,36,0,36
11,99,2017-6-8 07:38:23,2017-06-08 07:39:58,,95,0,95
77,93,2017-6-8 07:38:01,2017-06-08 07:51:21,,800,0,800
11,98,2017-6-8 07:37:35,2017-06-08 07:38:17,,42,0,42
66,85,2017-6-8 07:36:44,2017-06-08 07:36:56,,12,0,12
32,98,2017-6-8 07:37:12,2017-06-08 07:37:58,,46,0,46
18,103,2017-6-8 07:37:11,2017-06-08 07:43:41,,390,0,390
18,102,2017-6-8 07:36:13,2017-06-08 07:36:58,,45,0,45
13,104,2017-6-8 07:21:58,2017-06-08 07:31:26,,568,0,568
38,98,2017-6-8 07:27:01,2017-06-08 07:43:54,,1013,0,1013
18,101,2017-6-8 07:23:36,2017-06-08 07:26:24,,168,0,168
68,97,2017-6-8 07:24:16,2017-06-08 07:25:04,,48,0,48
12,102,2017-6-8 07:25:22,2017-06-08 07:38:21,,779,0,779
9,102,2017-6-8 07:24:18,2017-06-08 07:24:25,,7,0,7
73,101,2017-6-8 07:24:26,2017-06-08 07:25:41,,75,0,75
73,100,2017-6-8 07:23:37,2017-06-08 07:24:18,,41,0,41
74,101,2017-6-8 05:34:44,2017-06-08 05:36:00,,76,0,76
74,101,2017-6-8 07:23:25,2017-06-08 07:23:35,2017-06-08 07:23:25,10,0,10
18,100,2017-6-8 07:23:08,2017-06-08 07:23:29,,21,0,21
54,98,2017-6-8 07:22:25,2017-06-08 07:23:25,,60,0,60
18,99,2017-6-8 07:22:11,2017-06-08 07:22:59,,48,0,48
18,98,2017-6-8 07:21:31,2017-06-08 07:22:03,,32,0,32
65,100,2017-6-8 05:40:02,2017-06-08 05:40:23,,21,0,21
9,101,2017-6-8 05:51:52,2017-06-08 05:55:11,,199,0,199
65,99,2017-6-8 05:37:25,2017-06-08 05:38:26,,61,0,61
9,100,2017-6-8 05:49:59,2017-06-08 05:51:40,,101,0,101
9,99,2017-6-8 05:41:40,2017-06-08 05:43:14,,94,0,94
64,102,2017-6-8 05:49:21,2017-06-08 05:50:20,,59,0,59
65,103,2017-6-8 05:47:52,2017-06-08 05:49:05,,73,0,73
64,101,2017-6-8 05:47:11,2017-06-08 05:49:13,,122,0,122
64,100,2017-6-8 05:45:22,2017-06-08 05:47:00,,98,0,98
82,103,2017-6-8 05:35:38,2017-06-08 05:36:52,,74,0,74
65,102,2017-6-8 05:43:20,2017-06-08 05:44:36,,76,0,76
64,98,2017-6-8 05:39:24,2017-06-08 05:41:44,,140,0,140
82,102,2017-6-8 05:44:11,2017-06-08 05:44:53,,42,0,42
64,99,2017-6-8 05:43:42,2017-06-08 05:44:28,,46,0,46
82,101,2017-6-8 05:43:06,2017-06-08 05:44:02,,56,0,56
82,100,2017-6-8 05:41:28,2017-06-08 05:41:50,,22,0,22
65,101,2017-6-8 05:40:37,2017-06-08 05:42:00,,83,0,83
9,103,2017-6-8 05:37:27,2017-06-08 05:39:37,,130,0,130
9,103,2017-6-8 05:40:18,2017-06-08 05:40:50,2017-06-08 05:40:18,32,0,32
82,99,2017-6-8 05:39:39,2017-06-08 05:40:28,,49,0,49
82,98,2017-6-8 05:38:38,2017-06-08 05:39:24,,46,0,46
64,97,2017-6-8 05:37:38,2017-06-08 05:38:52,,74,0,74
82,97,2017-6-8 05:37:13,2017-06-08 05:38:24,,71,0,71
63,102,2017-6-8 05:35:49,2017-06-08 05:37:07,,78,0,78
65,98,2017-6-8 05:35:49,2017-06-08 05:36:58,,69,0,69
65,97,2017-6-8 05:35:13,2017-06-08 05:35:31,,18,0,18
74,103,2017-6-8 05:20:14,2017-06-08 05:22:50,2017-06-08 05:23:04,156,170,170
63,101,2017-6-8 05:32:45,2017-06-08 05:35:33,,168,0,168
63,100,2017-6-8 05:32:11,2017-06-08 05:32:38,,27,0,27
63,99,2017-6-8 05:30:43,2017-06-08 05:31:50,,67,0,67
63,98,2017-6-8 05:29:32,2017-06-08 05:30:10,,38,0,38
63,97,2017-6-8 05:29:12,2017-06-08 05:29:22,,10,0,10
63,103,2017-6-8 05:27:49,2017-06-08 05:28:13,,24,0,24
63,103,2017-6-8 05:28:29,2017-06-08 05:29:00,2017-06-08 05:28:29,31,0,31
26,102,2017-6-6 08:28:02,2017-06-06 08:29:17,,75,0,75
35,103,2017-6-7 15:23:56,2017-06-07 15:25:13,,77,0,77
25,103,2017-6-7 13:13:18,2017-06-07 13:14:20,,62,0,62
25,103,2017-6-7 13:15:55,2017-06-07 13:16:26,,31,0,31
53,103,2017-6-7 09:01:19,2017-06-07 09:02:37,,78,0,78
53,102,2017-6-7 09:00:21,2017-06-07 09:01:08,,47,0,47
53,101,2017-6-7 08:57:37,2017-06-07 08:59:43,,126,0,126
53,100,2017-6-7 08:57:08,2017-06-07 08:57:20,,12,0,12
53,99,2017-6-7 08:52:53,2017-06-07 08:56:48,,235,0,235
53,98,2017-6-7 08:51:42,2017-06-07 08:52:40,,58,0,58
13,103,2017-6-7 08:43:49,2017-06-07 08:44:49,,60,0,60
28,101,2017-6-6 13:33:03,2017-06-06 13:34:30,,87,0,87
28,102,2017-6-6 13:32:03,2017-06-06 13:32:56,,53,0,53
77,102,2017-6-6 11:10:01,2017-06-06 11:14:30,,269,0,269
77,92,2017-6-6 11:23:06,2017-06-06 11:24:27,2017-06-06 11:23:06,81,0,81
77,91,2017-6-6 11:20:50,2017-06-06 11:21:45,2017-06-06 11:20:50,55,0,55
77,90,2017-6-6 11:15:00,2017-06-06 11:17:09,,129,0,129
77,89,2017-6-6 11:14:39,2017-06-06 11:14:53,,14,0,14
35,101,2017-6-6 10:07:05,2017-06-06 10:14:44,,459,0,459
13,102,2017-6-6 09:26:53,2017-06-06 09:30:24,,211,0,211
13,101,2017-6-6 09:25:01,2017-06-06 09:26:52,,111,0,111
13,100,2017-6-6 09:24:23,2017-06-06 09:24:52,,29,0,29
13,99,2017-6-6 09:24:08,2017-06-06 09:24:16,,8,0,8
13,98,2017-6-6 09:22:14,2017-06-06 09:23:58,,104,0,104
35,102,2017-6-6 09:13:02,2017-06-06 09:20:14,,432,0,432
26,101,2017-6-6 08:21:54,2017-06-06 08:25:36,,222,0,222
26,100,2017-6-6 08:21:08,2017-06-06 08:21:26,,18,0,18
12,101,2017-6-6 07:39:08,2017-06-06 07:40:14,,66,0,66
25,100,2017-6-6 06:56:11,2017-06-06 06:56:37,,26,0,26
43,101,2017-6-5 14:09:21,2017-06-05 14:10:54,,93,0,93
43,100,2017-6-5 14:07:15,2017-06-05 14:08:53,,98,0,98
43,99,2017-6-5 13:54:33,2017-06-05 13:57:49,,196,0,196
43,98,2017-6-5 13:53:01,2017-06-05 13:54:28,,87,0,87
43,96,2017-6-5 13:46:45,2017-06-05 13:51:35,,290,0,290
43,95,2017-6-5 13:44:36,2017-06-05 13:45:06,,30,0,30
43,94,2017-6-5 13:41:31,2017-06-05 13:44:30,,179,0,179
43,93,2017-6-5 13:40:54,2017-06-05 13:41:19,,25,0,25
43,92,2017-6-5 13:18:12,2017-06-05 13:40:46,,1354,0,1354
73,81,2017-5-18 08:55:40,2017-05-18 08:58:03,,143,0,143
73,81,2017-5-30 04:37:11,2017-05-30 04:43:34,,383,0,383
73,81,2017-6-4 01:19:26,2017-06-04 01:23:32,,246,0,246
73,81,2017-6-4 02:06:48,2017-06-04 02:16:30,,582,0,582
28,95,2017-6-4 14:59:15,2017-06-04 14:59:49,,34,0,34
28,96,2017-6-4 14:58:02,2017-06-04 14:58:58,,56,0,56
28,97,2017-6-4 14:57:37,2017-06-04 14:57:55,,18,0,18
28,98,2017-6-4 14:56:21,2017-06-04 14:57:30,,69,0,69
28,94,2017-6-4 14:55:44,2017-06-04 14:56:13,,29,0,29
28,99,2017-6-4 14:54:51,2017-06-04 14:55:34,,43,0,43
28,93,2017-6-4 14:54:21,2017-06-04 14:54:39,,18,0,18
28,100,2017-6-4 14:53:52,2017-06-04 14:54:05,,13,0,13
20,99,2017-6-4 09:33:55,2017-06-04 09:35:09,,74,0,74
20,100,2017-6-4 09:33:06,2017-06-04 09:33:35,,29,0,29
12,100,2017-6-4 08:12:28,2017-06-04 08:12:46,,18,0,18
12,99,2017-6-4 08:10:36,2017-06-04 08:12:14,,98,0,98
12,98,2017-6-4 08:09:33,2017-06-04 08:10:24,,51,0,51
35,100,2017-6-4 07:45:38,2017-06-04 07:46:07,,29,0,29
35,99,2017-6-4 07:23:46,2017-06-04 07:28:42,,296,0,296
26,71,2017-5-22 12:21:22,2017-05-22 12:22:06,,44,0,44
26,71,2017-6-4 07:10:51,2017-06-04 07:13:01,,130,0,130
26,71,2017-6-4 07:13:11,2017-06-04 07:13:17,,6,0,6
26,71,2017-6-4 07:13:21,2017-06-04 07:13:27,,6,0,6
26,71,2017-6-4 07:25:23,2017-06-04 07:25:32,,9,0,9
35,98,2017-6-4 07:21:16,2017-06-04 07:23:11,,115,0,115
26,72,2017-6-4 07:02:36,2017-06-04 07:05:07,,151,0,151
26,73,2017-6-4 06:57:07,2017-06-04 07:02:32,,325,0,325
26,74,2017-6-4 06:38:13,2017-06-04 06:57:03,,1130,0,1130
26,75,2017-5-22 10:43:55,2017-05-22 10:44:31,,36,0,36
26,75,2017-6-4 06:32:23,2017-06-04 06:33:04,,41,0,41
26,76,2017-5-22 10:44:44,2017-05-22 10:47:00,,136,0,136
26,76,2017-6-4 06:28:15,2017-06-04 06:28:45,,30,0,30
26,76,2017-6-4 06:28:53,2017-06-04 06:28:57,,4,0,4
26,76,2017-6-4 06:29:02,2017-06-04 06:29:05,,3,0,3
26,76,2017-6-4 06:29:10,2017-06-04 06:29:12,,2,0,2
26,77,2017-5-22 12:16:11,2017-05-22 12:16:39,,28,0,28
26,78,2017-5-25 04:07:12,2017-05-25 04:08:05,,53,0,53
26,79,2017-5-25 04:08:09,2017-05-25 04:08:18,,9,0,9
26,91,2017-5-28 05:19:39,2017-05-28 05:21:29,,110,0,110
26,91,2017-6-4 03:00:07,2017-06-04 03:00:36,,29,0,29
26,91,2017-6-4 03:00:58,2017-06-04 03:01:08,,10,0,10
26,81,2017-6-4 06:00:40,2017-06-04 06:04:37,,237,0,237
26,82,2017-5-18 07:59:57,2017-05-18 08:04:03,,246,0,246
26,82,2017-6-4 05:55:49,2017-06-04 05:59:58,,249,0,249
26,83,2017-5-18 07:59:41,2017-05-18 07:59:47,,6,0,6
26,83,2017-6-4 03:25:20,2017-06-04 03:26:02,2017-06-04 05:55:02,42,8982,8982
70,98,2017-6-4 05:45:46,2017-06-04 05:47:09,,83,0,83
26,84,2017-5-22 10:41:34,2017-05-22 10:42:05,,31,0,31
26,84,2017-6-4 03:24:47,2017-06-04 03:24:58,,11,0,11
26,85,2017-5-22 10:37:23,2017-05-22 10:37:42,,19,0,19
26,85,2017-6-4 03:19:21,2017-06-04 03:20:27,,66,0,66
26,85,2017-6-4 03:20:35,2017-06-04 03:20:38,,3,0,3
26,86,2017-5-22 10:33:05,2017-05-22 10:34:56,,111,0,111
26,86,2017-6-4 03:15:03,2017-06-04 03:17:11,,128,0,128
26,86,2017-6-4 03:17:51,2017-06-04 03:17:56,,5,0,5
26,87,2017-5-22 10:27:39,2017-05-22 10:28:34,,55,0,55
26,87,2017-6-4 03:14:30,2017-06-04 03:14:57,,27,0,27
26,88,2017-6-1 07:47:18,2017-06-01 07:49:48,,150,0,150
26,88,2017-6-4 03:13:57,2017-06-04 03:14:24,,27,0,27
26,89,2017-6-1 07:43:02,2017-06-01 07:43:24,,22,0,22
26,89,2017-6-4 03:08:04,2017-06-04 03:08:59,,55,0,55
26,90,2017-6-1 07:32:10,2017-06-01 07:33:50,,100,0,100
26,90,2017-6-4 03:05:08,2017-06-04 03:05:15,,7,0,7
26,92,2017-5-28 05:16:46,2017-05-28 05:18:45,,119,0,119
26,92,2017-6-4 02:58:39,2017-06-04 03:00:01,,82,0,82
26,98,2017-6-4 02:27:11,2017-06-04 02:28:18,,67,0,67
26,93,2017-6-1 07:30:41,2017-06-01 07:32:01,,80,0,80
26,93,2017-6-4 02:57:52,2017-06-04 02:58:15,,23,0,23
26,94,2017-6-1 07:29:08,2017-06-01 07:29:16,,8,0,8
26,95,2017-6-1 07:28:48,2017-06-01 07:29:01,,13,0,13
26,96,2017-5-31 08:58:19,2017-05-31 08:58:31,,12,0,12
26,96,2017-6-4 02:40:53,2017-06-04 02:41:25,,32,0,32
26,97,2017-6-1 07:26:50,2017-06-01 07:28:34,,104,0,104
26,99,2017-6-4 02:21:18,2017-06-04 02:24:31,,193,0,193
73,63,2017-6-4 02:05:39,2017-06-04 02:06:39,,60,0,60
73,64,2017-6-4 02:02:14,2017-06-04 02:05:23,,189,0,189
73,65,2017-6-4 02:01:36,2017-06-04 02:02:04,,28,0,28
73,66,2017-6-4 01:58:14,2017-06-04 02:00:10,2017-06-04 01:58:14,116,0,116
73,67,2017-5-11 07:26:27,2017-05-11 07:29:53,,206,0,206
73,67,2017-6-4 01:52:00,2017-06-04 01:54:57,2017-06-04 01:52:00,177,0,177
73,68,2017-5-11 07:30:05,2017-05-11 07:30:24,,19,0,19
73,68,2017-6-4 01:46:59,2017-06-04 01:47:26,,27,0,27
73,69,2017-5-11 07:30:30,2017-05-11 07:34:31,,241,0,241
73,69,2017-6-4 01:43:20,2017-06-04 01:46:53,,213,0,213
73,70,2017-5-11 07:34:36,2017-05-11 07:34:44,,8,0,8
73,70,2017-6-4 01:38:57,2017-06-04 01:39:16,,19,0,19
73,71,2017-5-11 07:34:49,2017-05-11 07:35:38,,49,0,49
73,71,2017-6-4 01:37:20,2017-06-04 01:37:41,,21,0,21
73,72,2017-5-11 07:35:43,2017-05-11 07:36:56,,73,0,73
73,72,2017-6-4 01:35:47,2017-06-04 01:36:11,2017-06-04 01:35:47,24,0,24
73,73,2017-5-11 07:37:02,2017-05-11 07:37:10,,8,0,8
73,73,2017-6-4 01:35:01,2017-06-04 01:35:14,,13,0,13
73,74,2017-5-11 07:37:15,2017-05-11 07:37:22,,7,0,7
73,74,2017-6-4 01:34:46,2017-06-04 01:34:55,,9,0,9
73,75,2017-5-11 07:37:26,2017-05-11 07:37:36,,10,0,10
73,75,2017-6-4 01:33:00,2017-06-04 01:33:25,,25,0,25
73,77,2017-5-18 06:26:53,2017-05-18 06:29:52,,179,0,179
73,77,2017-6-4 01:27:04,2017-06-04 01:28:12,,68,0,68
73,78,2017-5-18 07:25:31,2017-05-18 07:25:48,,17,0,17
73,78,2017-6-4 01:25:39,2017-06-04 01:26:24,2017-06-04 01:25:39,45,0,45
73,79,2017-5-18 07:25:56,2017-05-18 07:26:46,,50,0,50
73,79,2017-6-4 01:24:35,2017-06-04 01:24:46,,11,0,11
73,82,2017-5-18 08:53:06,2017-05-18 08:55:33,,147,0,147
73,82,2017-6-4 01:17:50,2017-06-04 01:19:20,,90,0,90
73,99,2017-6-3 09:54:47,2017-06-03 09:55:40,2017-06-03 09:54:47,53,0,53
73,83,2017-5-18 08:52:46,2017-05-18 08:52:58,,12,0,12
73,83,2017-6-3 10:18:41,2017-06-03 10:18:58,,17,0,17
73,83,2017-6-3 10:19:04,2017-06-03 10:22:40,2017-06-03 10:19:04,216,0,216
73,84,2017-5-25 07:20:46,2017-05-25 07:23:15,,149,0,149
73,84,2017-5-30 04:44:07,2017-05-30 04:44:14,,7,0,7
73,84,2017-6-3 10:16:40,2017-06-03 10:16:59,,19,0,19
73,85,2017-5-25 07:24:42,2017-05-25 07:24:56,,14,0,14
73,85,2017-6-3 10:11:12,2017-06-03 10:11:25,,13,0,13
73,86,2017-5-25 07:25:03,2017-05-25 07:26:24,,81,0,81
73,86,2017-5-30 04:46:29,2017-05-30 04:46:59,,30,0,30
73,86,2017-6-3 10:09:18,2017-06-03 10:10:32,,74,0,74
73,87,2017-5-25 07:30:16,2017-05-25 07:30:34,,18,0,18
73,87,2017-6-3 10:08:32,2017-06-03 10:08:53,,21,0,21
73,88,2017-5-25 07:30:41,2017-05-25 07:31:44,,63,0,63
73,88,2017-5-30 04:45:32,2017-05-30 04:45:48,,16,0,16
73,88,2017-6-3 10:03:40,2017-06-03 10:03:50,,10,0,10
73,89,2017-5-25 07:36:16,2017-05-25 07:38:34,2017-05-25 07:36:16,138,0,138
73,89,2017-5-30 04:46:00,2017-05-30 04:46:12,,12,0,12
73,89,2017-6-3 10:02:37,2017-06-03 10:03:07,,30,0,30
73,90,2017-5-25 07:38:55,2017-05-25 07:39:11,,16,0,16
73,90,2017-6-3 10:02:16,2017-06-03 10:02:29,,13,0,13
73,91,2017-5-30 04:47:10,2017-05-30 04:47:44,,34,0,34
73,91,2017-5-30 04:47:55,2017-05-30 04:48:45,2017-05-30 04:47:55,50,0,50
73,91,2017-6-3 10:00:04,2017-06-03 10:00:46,,42,0,42
73,92,2017-5-30 04:48:58,2017-05-30 04:50:07,,69,0,69
25,97,2017-6-3 03:23:56,2017-06-03 03:24:24,,28,0,28
25,98,2017-6-3 03:22:06,2017-06-03 03:23:19,,73,0,73
9,98,2017-6-2 11:14:42,2017-06-02 11:15:28,,46,0,46
51,98,2017-6-2 10:52:34,2017-06-02 10:56:23,2017-06-02 10:52:34,229,0,229
73,93,2017-5-30 04:54:54,2017-05-30 04:55:04,,10,0,10
73,94,2017-5-30 04:34:20,2017-05-30 04:36:49,,149,0,149
73,95,2017-6-1 07:40:58,2017-06-01 07:41:07,2017-06-01 07:40:58,9,0,9
73,96,2017-6-1 07:32:28,2017-06-01 07:34:00,,92,0,92
73,97,2017-6-1 07:32:18,2017-06-01 07:32:22,,4,0,4
73,98,2017-6-2 09:26:28,2017-06-02 09:27:48,,80,0,80
81,97,2017-6-1 08:41:38,2017-06-01 08:42:14,2017-06-01 08:41:38,36,0,36
60,65,2017-6-2 01:19:41,2017-06-02 01:40:57,,1276,0,1276
60,64,2017-6-2 01:13:41,2017-06-02 01:19:04,,323,0,323
60,63,2017-6-2 00:53:16,2017-06-02 01:08:49,,933,0,933
60,62,2017-6-2 00:49:39,2017-06-02 00:52:20,,161,0,161
60,60,2017-6-2 00:42:59,2017-06-02 00:43:29,,30,0,30
60,60,2017-6-2 00:44:04,2017-06-02 00:44:27,2017-06-02 00:44:04,23,0,23
60,59,2017-6-2 00:38:41,2017-06-02 00:41:54,,193,0,193
60,58,2017-6-2 00:34:28,2017-06-02 00:38:02,,214,0,214
60,57,2017-6-2 00:31:14,2017-06-02 00:33:33,,139,0,139
60,56,2017-6-2 00:25:13,2017-06-02 00:30:16,,303,0,303
51,97,2017-6-1 14:38:32,2017-06-01 14:40:44,,132,0,132
51,95,2017-6-1 14:45:42,2017-06-01 14:46:45,2017-06-01 14:46:47,63,65,65
51,96,2017-6-1 14:43:09,2017-06-01 14:43:42,,33,0,33
51,96,2017-6-1 14:44:08,2017-06-01 14:45:11,2017-06-01 14:44:08,63,0,63
20,97,2017-6-1 10:36:33,,2017-06-01 10:36:48,0,15,15
20,97,2017-6-1 10:41:38,2017-06-01 10:41:47,,9,0,9
30,95,2017-6-1 12:09:21,2017-06-01 12:10:29,,68,0,68
30,93,2017-6-1 11:34:41,2017-06-01 11:42:57,2017-06-01 11:43:03,496,502,502
30,94,2017-6-1 12:03:59,2017-06-01 12:06:02,,123,0,123
30,91,2017-6-1 10:51:54,2017-06-01 10:52:19,2017-06-01 10:52:27,25,33,33
30,97,2017-6-1 10:50:06,2017-06-01 10:51:27,,81,0,81
20,93,2017-6-1 10:43:40,2017-06-01 10:44:22,,42,0,42
20,95,2017-6-1 10:41:54,2017-06-01 10:42:17,,23,0,23
84,97,2017-6-1 08:00:24,2017-06-01 08:00:31,,7,0,7
84,66,2017-6-1 09:20:44,2017-06-01 09:22:07,,83,0,83
77,88,2017-6-1 09:16:13,2017-06-01 09:25:08,,535,0,535
84,67,2017-6-1 09:16:01,2017-06-01 09:20:39,,278,0,278
9,96,2017-6-1 05:45:12,2017-06-01 05:46:17,,65,0,65
35,97,2017-6-1 08:58:23,2017-06-01 08:58:47,,24,0,24
84,68,2017-6-1 09:14:59,2017-06-01 09:15:56,,57,0,57
43,91,2017-6-1 09:07:53,2017-06-01 09:11:25,,212,0,212
57,94,2017-6-1 07:55:04,2017-06-01 07:55:44,,40,0,40
8,94,2017-6-1 09:11:55,2017-06-01 09:13:00,,65,0,65
77,87,2017-6-1 09:11:51,2017-06-01 09:13:45,,114,0,114
35,91,2017-6-1 08:58:54,2017-06-01 09:01:37,,163,0,163
46,93,2017-6-1 07:43:53,2017-06-01 07:44:19,,26,0,26
46,93,2017-6-1 09:11:26,2017-06-01 09:11:38,,12,0,12
46,95,2017-6-1 07:51:01,2017-06-01 07:51:30,,29,0,29
46,95,2017-6-1 09:10:51,2017-06-01 09:11:14,,23,0,23
77,86,2017-6-1 09:10:25,2017-06-01 09:11:40,,75,0,75
46,96,2017-6-1 07:51:38,2017-06-01 07:53:07,,89,0,89
