学生序号,题号,Activity时间,Answer时间,时间差
57,69,2017-5-11 07:51:48,2017-05-11 07:55:19,211
52,66,2017-5-11 07:52:24,2017-05-11 07:55:11,167
58,72,2017-5-11 07:54:37,2017-05-11 07:54:57,20
38,68,2017-5-11 07:53:58,2017-05-11 07:54:55,57
71,68,2017-5-11 07:51:59,2017-05-11 07:54:53,174
36,75,2017-5-11 07:54:13,2017-05-11 07:54:21,8
67,75,2017-5-11 07:40:37,2017-05-11 07:54:19,822
75,68,2017-5-11 07:53:27,2017-05-11 07:54:16,49
58,71,2017-5-11 07:53:45,2017-05-11 07:54:05,20
36,74,2017-5-11 07:46:11,2017-05-11 07:54:01,470
20,75,2017-5-11 07:51:49,2017-05-11 07:53:55,126
58,70,2017-5-11 07:52:05,2017-05-11 07:53:36,91
19,67,2017-5-11 07:48:46,2017-05-11 07:52:57,251
52,67,2017-5-11 07:49:34,2017-05-11 07:52:15,161
80,73,2017-5-11 07:51:40,2017-05-11 07:51:53,13
58,69,2017-5-11 07:49:09,2017-05-11 07:51:52,163
71,67,2017-5-11 07:47:48,2017-05-11 07:51:50,242
16,64,2017-5-11 07:47:11,2017-05-11 07:51:29,258
87,59,2017-5-11 07:48:58,2017-05-11 07:51:20,142
80,74,2017-5-11 07:50:58,2017-05-11 07:51:15,17
45,67,2017-5-11 07:46:52,2017-05-11 07:50:59,247
57,73,2017-5-11 07:50:46,2017-05-11 07:50:57,11
80,72,2017-5-11 07:50:21,2017-05-11 07:50:42,21
57,74,2017-5-11 07:50:16,2017-05-11 07:50:27,11
80,70,2017-5-11 07:43:09,2017-05-11 07:50:07,418
74,70,2017-5-11 07:34:22,2017-05-11 07:34:46,24
74,70,2017-5-11 07:49:33,2017-05-11 07:49:49,16
52,68,2017-5-11 07:45:32,2017-05-11 07:49:28,236
43,66,2017-5-11 07:46:13,2017-05-11 07:49:17,184
58,68,2017-5-11 07:48:24,2017-05-11 07:49:01,37
23,65,2017-5-11 07:45:33,2017-05-11 07:48:51,198
57,68,2017-5-11 07:47:04,2017-05-11 07:48:44,100
19,69,2017-5-11 07:44:38,2017-05-11 07:48:41,243
69,65,2017-5-11 07:47:47,2017-05-11 07:48:30,43
87,58,2017-5-11 07:47:19,2017-05-11 07:48:18,59
46,74,2017-5-11 07:47:34,2017-05-11 07:47:59,25
69,75,2017-5-11 07:43:47,2017-05-11 07:47:41,234
71,66,2017-5-11 07:42:53,2017-05-11 07:47:39,286
46,73,2017-5-11 07:47:17,2017-05-11 07:47:29,12
58,75,2017-5-11 07:46:56,2017-05-11 07:47:28,32
87,57,2017-5-11 07:45:38,2017-05-11 07:47:07,89
16,63,2017-5-11 07:44:03,2017-05-11 07:47:02,179
58,67,2017-5-11 07:46:22,2017-05-11 07:46:49,27
38,66,2017-5-11 07:43:14,2017-05-11 07:46:44,210
59,63,2017-5-11 07:31:01,2017-05-11 07:46:23,922
58,66,2017-5-11 07:44:17,2017-05-11 07:46:13,116
31,74,2017-5-11 07:45:56,2017-05-11 07:46:05,9
45,68,2017-5-11 07:44:11,2017-05-11 07:46:05,114
57,75,2017-5-11 07:45:04,2017-05-11 07:45:39,35
57,75,2017-5-11 07:45:44,2017-05-11 07:46:04,20
36,73,2017-5-11 07:45:55,2017-05-11 07:46:03,8
43,65,2017-5-11 07:43:13,2017-05-11 07:46:02,169
35,68,2017-5-11 07:45:07,2017-05-11 07:46:00,53
31,73,2017-5-11 07:45:45,2017-05-11 07:45:51,6
36,72,2017-5-11 07:45:28,2017-05-11 07:45:45,17
87,56,2017-5-11 07:44:42,2017-05-11 07:45:29,47
23,64,2017-5-11 07:40:12,2017-05-11 07:45:25,313
31,72,2017-5-11 07:45:02,2017-05-11 07:45:14,12
31,71,2017-5-11 07:44:46,2017-05-11 07:44:56,10
36,71,2017-5-11 07:42:50,2017-05-11 07:44:46,116
31,70,2017-5-11 07:44:24,2017-05-11 07:44:40,16
19,68,2017-5-11 07:43:34,2017-05-11 07:44:34,60
87,55,2017-5-11 07:40:58,2017-05-11 07:44:33,215
52,69,2017-5-11 07:35:37,2017-05-11 07:44:28,531
46,72,2017-5-11 07:43:30,2017-05-11 07:44:15,45
58,65,2017-5-11 07:43:34,2017-05-11 07:44:10,36
45,69,2017-5-11 07:37:07,2017-05-11 07:44:05,418
16,62,2017-5-11 07:43:37,2017-05-11 07:43:55,18
31,69,2017-5-11 07:41:37,2017-05-11 07:43:49,132
35,69,2017-5-11 07:35:19,2017-05-11 07:43:46,507
16,65,2017-5-11 07:42:33,2017-05-11 07:43:30,57
91,74,2017-5-11 07:42:58,2017-05-11 07:43:11,13
38,65,2017-5-11 07:40:39,2017-05-11 07:43:10,151
43,75,2017-5-11 07:42:33,2017-05-11 07:43:03,30
91,73,2017-5-11 07:42:44,2017-05-11 07:42:54,10
80,69,2017-5-11 07:39:31,2017-05-11 07:42:52,201
71,65,2017-5-11 07:40:29,2017-05-11 07:42:42,133
36,70,2017-5-11 07:39:09,2017-05-11 07:42:38,209
41,75,2017-5-11 07:38:29,2017-05-11 07:42:37,248
91,72,2017-5-11 07:42:02,2017-05-11 07:42:36,34
16,66,2017-5-11 07:38:03,2017-05-11 07:42:24,261
58,64,2017-5-11 07:34:55,2017-05-11 07:42:08,433
91,71,2017-5-11 07:41:28,2017-05-11 07:41:58,30
46,71,2017-5-11 07:41:14,2017-05-11 07:41:51,37
91,70,2017-5-11 07:41:05,2017-05-11 07:41:21,16
91,69,2017-5-11 07:38:57,2017-05-11 07:41:01,124
87,54,2017-5-11 07:40:11,2017-05-11 07:40:47,36
38,64,2017-5-11 07:36:59,2017-05-11 07:40:24,205
34,74,2017-5-11 07:40:01,2017-05-11 07:40:09,8
31,68,2017-5-11 07:38:50,2017-05-11 07:39:56,66
34,73,2017-5-11 07:39:46,2017-05-11 07:39:53,7
53,74,2017-5-11 07:39:29,2017-05-11 07:39:43,14
23,69,2017-5-11 07:35:56,2017-05-11 07:39:36,220
34,72,2017-5-11 07:39:19,2017-05-11 07:39:32,13
53,73,2017-5-11 07:39:11,2017-05-11 07:39:22,11
80,71,2017-5-11 07:38:52,2017-05-11 07:39:19,27
87,53,2017-5-11 07:36:59,2017-05-11 07:39:12,133
34,71,2017-5-11 07:39:02,2017-05-11 07:39:10,8
53,72,2017-5-11 07:38:40,2017-05-11 07:39:05,25
34,70,2017-5-11 07:38:43,2017-05-11 07:38:56,13
91,67,2017-5-11 07:37:02,2017-05-11 07:38:54,112
46,70,2017-5-11 07:38:27,2017-05-11 07:38:46,19
34,69,2017-5-11 07:36:53,2017-05-11 07:38:37,104
36,69,2017-5-11 07:38:20,2017-05-11 07:38:32,12
53,71,2017-5-11 07:37:48,2017-05-11 07:38:30,42
31,66,2017-5-11 07:36:44,2017-05-11 07:38:24,100
44,75,2017-5-11 07:38:03,2017-05-11 07:38:21,18
53,70,2017-5-11 07:36:32,2017-05-11 07:37:31,59
16,68,2017-5-11 07:35:48,2017-05-11 07:37:10,82
45,70,2017-5-11 07:36:40,2017-05-11 07:37:02,22
91,66,2017-5-11 07:35:10,2017-05-11 07:36:57,107
38,63,2017-5-11 07:32:16,2017-05-11 07:35:55,219
38,63,2017-5-11 07:36:20,2017-05-11 07:36:35,15
38,63,2017-5-11 07:36:45,2017-05-11 07:36:51,6
34,68,2017-5-11 07:36:23,2017-05-11 07:36:45,22
71,64,2017-5-11 07:32:38,2017-05-11 07:36:41,243
31,64,2017-5-11 07:35:01,2017-05-11 07:36:37,96
45,71,2017-5-11 07:36:02,2017-05-11 07:36:30,28
19,70,2017-5-11 07:33:56,2017-05-11 07:36:20,144
34,67,2017-5-11 07:34:07,2017-05-11 07:36:17,130
53,69,2017-5-11 07:32:49,2017-05-11 07:36:13,204
79,75,2017-5-11 07:35:15,2017-05-11 07:35:55,40
45,72,2017-5-11 07:35:12,2017-05-11 07:35:55,43
11,72,2017-5-11 07:35:28,2017-05-11 07:35:37,9
52,70,2017-5-11 07:35:11,2017-05-11 07:35:29,18
23,63,2017-5-11 07:34:50,2017-05-11 07:35:22,32
9,70,2017-5-11 07:35:08,2017-05-11 07:35:21,13
11,71,2017-5-11 07:34:53,2017-05-11 07:35:20,27
79,74,2017-5-11 07:34:55,2017-05-11 07:35:14,19
18,75,2017-5-11 07:34:50,2017-05-11 07:35:14,24
35,70,2017-5-11 07:31:31,2017-05-11 07:35:13,222
45,73,2017-5-11 07:34:52,2017-05-11 07:35:07,15
91,65,2017-5-11 07:34:18,2017-05-11 07:35:06,48
87,52,2017-5-11 07:34:10,2017-05-11 07:35:05,55
9,69,2017-5-11 07:33:32,2017-05-11 07:35:01,89
79,73,2017-5-11 07:34:42,2017-05-11 07:34:51,9
11,70,2017-5-11 07:34:17,2017-05-11 07:34:48,31
45,74,2017-5-11 07:34:27,2017-05-11 07:34:47,20
52,71,2017-5-11 07:33:29,2017-05-11 07:34:46,77
18,74,2017-5-11 07:34:32,2017-05-11 07:34:41,9
58,63,2017-5-11 07:32:44,2017-05-11 07:34:41,117
12,75,2017-5-11 07:34:06,2017-05-11 07:34:38,32
79,72,2017-5-11 07:34:13,2017-05-11 07:34:37,24
18,73,2017-5-11 07:34:18,2017-05-11 07:34:25,7
45,75,2017-5-11 07:33:53,2017-05-11 07:34:19,26
91,64,2017-5-11 07:32:46,2017-05-11 07:34:12,86
18,72,2017-5-11 07:33:58,2017-05-11 07:34:11,13
11,69,2017-5-11 07:31:37,2017-05-11 07:34:11,154
79,71,2017-5-11 07:33:47,2017-05-11 07:34:07,20
31,63,2017-5-11 07:29:45,2017-05-11 07:34:04,259
12,74,2017-5-11 07:33:50,2017-05-11 07:34:01,11
34,66,2017-5-11 07:33:24,2017-05-11 07:33:58,34
18,71,2017-5-11 07:33:42,2017-05-11 07:33:52,10
12,73,2017-5-11 07:32:23,2017-05-11 07:33:42,79
79,70,2017-5-11 07:33:22,2017-05-11 07:33:42,20
19,71,2017-5-11 07:32:45,2017-05-11 07:33:36,51
18,70,2017-5-11 07:33:18,2017-05-11 07:33:33,15
9,71,2017-5-11 07:33:11,2017-05-11 07:33:24,13
52,72,2017-5-11 07:33:20,2017-05-11 07:33:22,2
79,69,2017-5-11 07:31:50,2017-05-11 07:33:17,87
87,51,2017-5-11 07:32:17,2017-05-11 07:33:16,59
52,73,2017-5-11 07:33:00,2017-05-11 07:33:13,13
55,74,2017-5-11 07:32:13,2017-05-11 07:32:55,42
55,74,2017-5-11 07:33:08,2017-05-11 07:33:10,2
23,62,2017-5-11 07:25:13,2017-05-11 07:33:07,474
9,68,2017-5-11 07:32:35,2017-05-11 07:33:04,29
52,74,2017-5-11 07:31:04,2017-05-11 07:32:54,110
53,68,2017-5-11 07:32:02,2017-05-11 07:32:42,40
19,72,2017-5-11 07:30:31,2017-05-11 07:32:39,128
58,62,2017-5-11 07:32:10,2017-05-11 07:32:33,23
30,75,2017-5-11 07:31:09,2017-05-11 07:32:32,83
16,70,2017-5-11 07:28:11,2017-05-11 07:32:31,260
91,63,2017-5-11 07:31:38,2017-05-11 07:32:30,52
9,72,2017-5-11 07:32:06,2017-05-11 07:32:29,23
71,63,2017-5-11 07:30:26,2017-05-11 07:32:29,123
34,65,2017-5-11 07:31:22,2017-05-11 07:32:14,52
12,72,2017-5-11 07:31:03,2017-05-11 07:32:09,66
38,62,2017-5-11 07:28:04,2017-05-11 07:32:08,244
55,73,2017-5-11 07:31:49,2017-05-11 07:32:08,19
87,50,2017-5-11 07:30:49,2017-05-11 07:32:02,73
9,73,2017-5-11 07:31:45,2017-05-11 07:32:00,15
53,67,2017-5-11 07:25:42,2017-05-11 07:31:54,372
36,68,2017-5-11 07:30:07,2017-05-11 07:31:51,104
79,68,2017-5-11 07:31:13,2017-05-11 07:31:45,32
55,72,2017-5-11 07:31:13,2017-05-11 07:31:44,31
9,75,2017-5-11 07:31:14,2017-05-11 07:31:36,22
91,62,2017-5-11 07:31:20,2017-05-11 07:31:33,13
11,68,2017-5-11 07:30:30,2017-05-11 07:31:32,62
35,71,2017-5-11 07:30:42,2017-05-11 07:31:24,42
34,64,2017-5-11 07:29:41,2017-05-11 07:31:14,93
9,67,2017-5-11 07:29:48,2017-05-11 07:31:08,80
55,71,2017-5-11 07:30:26,2017-05-11 07:30:47,21
55,71,2017-5-11 07:30:52,2017-05-11 07:30:56,4
55,71,2017-5-11 07:31:04,2017-05-11 07:31:07,3
52,75,2017-5-11 07:26:58,2017-05-11 07:30:58,240
91,61,2017-5-11 07:29:09,2017-05-11 07:30:57,108
30,73,2017-5-11 07:30:48,2017-05-11 07:30:57,9
12,71,2017-5-11 07:30:04,2017-05-11 07:30:56,52
80,75,2017-5-11 07:30:29,2017-05-11 07:30:56,27
59,62,2017-5-11 07:30:31,2017-05-11 07:30:50,19
49,75,2017-5-11 07:30:24,2017-05-11 07:30:42,18
18,69,2017-5-11 07:23:54,2017-05-11 07:30:38,404
35,72,2017-5-11 07:30:04,2017-05-11 07:30:36,32
19,73,2017-5-11 07:29:52,2017-05-11 07:30:26,34
11,67,2017-5-11 07:23:46,2017-05-11 07:30:23,397
55,70,2017-5-11 07:30:00,2017-05-11 07:30:20,20
49,74,2017-5-11 07:30:04,2017-05-11 07:30:16,12
71,62,2017-5-11 07:29:01,2017-05-11 07:30:15,74
87,49,2017-5-11 07:28:59,2017-05-11 07:30:02,63
35,73,2017-5-11 07:29:43,2017-05-11 07:29:56,13
55,69,2017-5-11 07:28:19,2017-05-11 07:29:47,88
55,69,2017-5-11 07:29:54,2017-05-11 07:29:56,2
12,70,2017-5-11 07:29:32,2017-05-11 07:29:56,24
19,74,2017-5-11 07:29:31,2017-05-11 07:29:48,17
30,72,2017-5-11 07:28:49,2017-05-11 07:29:43,54
9,66,2017-5-11 07:25:26,2017-05-11 07:29:38,252
31,62,2017-5-11 07:29:12,2017-05-11 07:29:37,25
35,74,2017-5-11 07:29:23,2017-05-11 07:29:36,13
34,63,2017-5-11 07:28:29,2017-05-11 07:29:31,62
19,75,2017-5-11 07:29:22,2017-05-11 07:29:26,4
12,69,2017-5-11 07:25:56,2017-05-11 07:29:24,208
35,75,2017-5-11 07:28:04,2017-05-11 07:29:14,70
91,60,2017-5-11 07:27:52,2017-05-11 07:29:04,72
31,65,2017-5-11 07:27:47,2017-05-11 07:29:02,75
71,75,2017-5-11 07:27:59,2017-05-11 07:28:50,51
87,48,2017-5-11 07:28:04,2017-05-11 07:28:36,32
34,62,2017-5-11 07:28:09,2017-05-11 07:28:18,9
55,75,2017-5-11 07:27:49,2017-05-11 07:28:13,24
74,71,2017-5-11 07:27:46,2017-05-11 07:28:11,25
34,75,2017-5-11 07:26:30,2017-05-11 07:28:02,92
16,71,2017-5-11 07:26:28,2017-05-11 07:27:59,91
87,45,2017-5-11 07:27:24,2017-05-11 07:27:58,34
91,59,2017-5-11 07:27:24,2017-05-11 07:27:47,23
74,72,2017-5-11 07:27:22,2017-05-11 07:27:43,21
31,75,2017-5-11 07:27:27,2017-05-11 07:27:42,15
30,71,2017-5-11 07:27:09,2017-05-11 07:27:33,24
74,73,2017-5-11 07:26:46,2017-05-11 07:27:17,31
91,58,2017-5-11 07:26:19,2017-05-11 07:27:16,57
70,75,2017-5-11 07:26:20,2017-05-11 07:27:13,53
87,44,2017-5-11 07:27:05,2017-05-11 07:27:12,7
30,70,2017-5-11 07:26:33,2017-05-11 07:27:01,28
74,74,2017-5-11 07:26:15,2017-05-11 07:26:25,10
74,74,2017-5-11 07:26:29,2017-05-11 07:26:39,10
30,69,2017-5-11 07:23:33,2017-05-11 07:26:25,172
16,72,2017-5-11 07:24:38,2017-05-11 07:26:22,104
74,75,2017-5-11 07:22:05,2017-05-11 07:26:11,246
91,57,2017-5-11 07:25:37,2017-05-11 07:26:11,34
91,75,2017-5-11 07:25:09,2017-05-11 07:25:25,16
53,75,2017-5-11 07:25:00,2017-05-11 07:25:20,20
9,65,2017-5-11 07:20:55,2017-05-11 07:25:15,260
16,73,2017-5-11 07:24:12,2017-05-11 07:24:31,19
16,74,2017-5-11 07:23:48,2017-05-11 07:24:06,18
16,75,2017-5-11 07:22:50,2017-05-11 07:23:43,53
11,73,2017-5-11 07:23:27,2017-05-11 07:23:39,12
18,68,2017-5-11 07:23:10,2017-05-11 07:23:39,29
11,74,2017-5-11 07:23:09,2017-05-11 07:23:22,13
30,68,2017-5-11 07:22:36,2017-05-11 07:23:20,44
11,75,2017-5-11 07:21:54,2017-05-11 07:22:46,52
30,67,2017-5-11 07:19:18,2017-05-11 07:22:26,188
66,75,2017-5-11 07:11:18,2017-05-11 07:15:41,263
30,66,2017-5-11 07:02:16,2017-05-11 07:04:05,109
30,65,2017-5-11 06:57:09,2017-05-11 06:58:46,97
30,64,2017-5-11 06:54:14,2017-05-11 06:56:59,165
70,72,2017-5-11 06:32:55,2017-05-11 06:33:09,14
70,71,2017-5-11 06:32:06,2017-05-11 06:32:25,19
70,70,2017-5-11 06:31:12,2017-05-11 06:31:57,45
70,69,2017-5-11 06:28:24,2017-05-11 06:30:14,110
70,68,2017-5-11 06:27:11,2017-05-11 06:28:15,64
70,73,2017-5-11 06:26:46,2017-05-11 06:27:01,15
70,74,2017-5-11 06:26:17,2017-05-11 06:26:36,19
67,66,2017-5-11 06:19:44,2017-05-11 06:26:06,382
66,61,2017-5-11 05:58:38,2017-05-11 06:14:45,967
30,62,2017-5-11 05:59:49,2017-05-11 06:09:28,579
67,68,2017-5-11 06:07:26,2017-05-11 06:08:32,66
67,69,2017-5-11 06:04:20,2017-05-11 06:07:23,183
63,69,2017-5-11 06:04:24,2017-05-11 06:05:41,77
63,69,2017-5-11 06:05:45,2017-05-11 06:06:09,24
64,73,2017-5-11 06:05:23,2017-05-11 06:05:36,13
64,72,2017-5-11 06:04:34,2017-05-11 06:05:02,28
63,68,2017-5-11 06:03:58,2017-05-11 06:04:18,20
67,70,2017-5-11 06:03:24,2017-05-11 06:04:15,51
64,71,2017-5-11 06:03:54,2017-05-11 06:04:08,14
63,67,2017-5-11 06:01:16,2017-05-11 06:03:51,155
64,70,2017-5-11 06:03:20,2017-05-11 06:03:36,16
65,73,2017-5-11 06:02:58,2017-05-11 06:03:17,19
64,69,2017-5-11 06:00:11,2017-05-11 06:02:56,165
65,72,2017-5-11 06:02:22,2017-05-11 06:02:47,25
65,71,2017-5-11 06:01:35,2017-05-11 06:02:03,28
65,70,2017-5-11 06:01:05,2017-05-11 06:01:25,20
65,69,2017-5-11 05:56:15,2017-05-11 06:00:54,279
63,66,2017-5-11 05:59:33,2017-05-11 06:00:29,56
67,71,2017-5-11 05:57:38,2017-05-11 05:58:03,25
67,72,2017-5-11 05:57:23,2017-05-11 05:57:33,10
67,73,2017-5-11 05:57:13,2017-05-11 05:57:18,5
63,73,2017-5-11 05:56:56,2017-05-11 05:57:01,5
67,74,2017-5-11 05:56:39,2017-05-11 05:57:00,21
63,72,2017-5-11 05:56:28,2017-05-11 05:56:47,19
63,71,2017-5-11 05:55:51,2017-05-11 05:56:20,29
64,68,2017-5-11 05:54:50,2017-05-11 05:56:02,72
65,68,2017-5-11 05:55:30,2017-05-11 05:56:02,32
66,71,2017-5-11 05:53:50,2017-05-11 05:55:47,117
63,70,2017-5-11 05:55:32,2017-05-11 05:55:43,11
65,74,2017-5-11 05:54:36,2017-05-11 05:55:02,26
64,74,2017-5-11 05:52:51,2017-05-11 05:54:38,107
46,68,2017-5-11 05:44:16,2017-05-11 05:52:49,513
63,65,2017-5-11 05:51:42,2017-05-11 05:52:42,60
66,72,2017-5-11 05:51:49,2017-05-11 05:52:19,30
66,74,2017-5-11 05:34:50,2017-05-11 05:51:38,1008
63,64,2017-5-11 05:48:11,2017-05-11 05:50:06,115
9,74,2017-5-11 05:49:30,2017-05-11 05:49:39,9
30,74,2017-5-11 05:45:12,2017-05-11 05:47:16,124
63,63,2017-5-11 05:44:35,2017-05-11 05:45:46,71
63,62,2017-5-11 05:43:10,2017-05-11 05:43:24,14
63,61,2017-5-11 05:38:37,2017-05-11 05:40:54,137
63,74,2017-5-11 05:35:16,2017-05-11 05:35:56,40
63,74,2017-5-11 05:36:04,2017-05-11 05:36:30,26
66,70,2017-5-11 04:11:15,2017-05-11 04:11:27,12
66,69,2017-5-11 04:05:48,2017-05-11 04:09:43,235
66,68,2017-5-11 04:04:38,2017-05-11 04:05:29,51
66,67,2017-5-11 03:59:40,2017-05-11 04:04:29,289
66,66,2017-5-11 03:57:37,2017-05-11 03:59:28,111
66,65,2017-5-11 03:56:19,2017-05-11 03:57:30,71
66,64,2017-5-11 03:48:34,2017-05-11 03:51:27,173
66,63,2017-5-11 03:47:42,2017-05-11 03:48:29,47
66,62,2017-5-11 03:47:19,2017-05-11 03:47:33,14
66,60,2017-5-11 03:40:44,2017-05-11 03:42:28,104
66,59,2017-5-11 03:39:13,2017-05-11 03:40:32,79
66,58,2017-5-11 03:38:30,2017-05-11 03:39:00,30
66,57,2017-5-11 03:37:50,2017-05-11 03:38:17,27
66,56,2017-5-11 03:36:52,2017-05-11 03:37:33,41
15,70,2017-5-10 11:39:55,2017-05-10 11:40:34,39
15,74,2017-5-10 11:04:14,2017-05-10 11:04:47,33
15,73,2017-5-10 11:04:03,2017-05-10 11:04:12,9
13,74,2017-5-10 08:04:56,2017-05-10 08:05:14,18
13,73,2017-5-9 15:17:53,2017-05-09 15:17:58,5
25,72,2017-5-9 14:17:53,2017-05-09 14:18:27,34
25,73,2017-5-9 14:17:07,2017-05-09 14:17:36,29
54,66,2017-5-9 12:42:56,2017-05-09 12:45:40,164
54,73,2017-5-9 12:42:25,2017-05-09 12:42:46,21
66,55,2017-5-9 12:20:39,2017-05-09 12:27:57,438
66,73,2017-5-9 12:17:46,2017-05-09 12:18:13,27
49,73,2017-5-9 10:40:06,2017-05-09 10:40:17,11
49,72,2017-5-9 10:39:35,2017-05-09 10:40:01,26
49,71,2017-5-9 10:39:16,2017-05-09 10:39:29,13
49,70,2017-5-9 10:38:45,2017-05-09 10:39:08,23
49,69,2017-5-9 10:37:16,2017-05-09 10:38:40,84
49,68,2017-5-9 10:36:12,2017-05-09 10:37:11,59
49,67,2017-5-9 10:33:07,2017-05-09 10:36:06,179
49,66,2017-5-9 10:30:37,2017-05-09 10:33:02,145
49,65,2017-5-9 10:29:58,2017-05-09 10:30:29,31
49,64,2017-5-9 10:22:18,2017-05-09 10:29:09,411
49,63,2017-5-9 10:21:06,2017-05-09 10:22:13,67
49,62,2017-5-9 10:20:14,2017-05-09 10:20:58,44
49,61,2017-5-9 10:09:52,2017-05-09 10:17:52,480
49,60,2017-5-9 10:05:50,2017-05-09 10:09:45,235
49,59,2017-5-9 10:05:01,2017-05-09 10:05:45,44
49,58,2017-5-9 10:00:47,2017-05-09 10:04:55,248
49,57,2017-5-9 10:00:07,2017-05-09 10:00:43,36
49,56,2017-5-9 09:58:59,2017-05-09 10:00:00,61
49,55,2017-5-9 09:56:12,2017-05-09 09:58:51,159
49,54,2017-5-9 09:49:37,2017-05-09 09:55:36,359
49,52,2017-5-9 09:11:47,2017-05-09 09:22:55,668
49,51,2017-5-9 09:11:05,2017-05-09 09:11:39,34
32,71,2017-5-9 02:22:30,2017-05-09 02:22:37,7
32,70,2017-5-9 02:22:02,2017-05-09 02:22:13,11
32,72,2017-5-9 02:21:31,2017-05-09 02:21:47,16
15,72,2017-5-8 13:00:42,2017-05-08 13:00:58,16
15,71,2017-5-8 13:00:16,2017-05-08 13:00:37,21
15,68,2017-5-8 12:54:13,2017-05-08 12:54:46,33
15,66,2017-5-8 12:47:20,2017-05-08 12:49:03,103
15,65,2017-5-8 12:34:11,2017-05-08 12:38:43,272
15,64,2017-5-8 12:31:17,2017-05-08 12:34:00,163
15,63,2017-5-8 12:15:10,2017-05-08 12:31:11,961
54,69,2017-5-8 12:14:56,2017-05-08 12:20:09,313
15,62,2017-5-8 12:14:57,2017-05-08 12:15:04,7
54,68,2017-5-8 12:14:03,2017-05-08 12:14:46,43
54,67,2017-5-8 12:04:53,2017-05-08 12:11:59,426
54,70,2017-5-8 12:01:31,2017-05-08 12:03:51,140
54,71,2017-5-8 11:56:04,2017-05-08 11:57:25,81
54,64,2017-5-8 11:42:33,2017-05-08 11:49:55,442
54,72,2017-5-8 11:41:20,2017-05-08 11:42:05,45
13,72,2017-5-8 10:20:39,2017-05-08 10:20:58,19
51,70,2017-5-8 07:22:14,2017-05-08 07:22:32,18
51,69,2017-5-8 07:18:23,2017-05-08 07:22:00,217
51,71,2017-5-8 07:17:43,2017-05-08 07:18:07,24
51,72,2017-5-8 07:16:28,2017-05-08 07:17:29,61
25,69,2017-5-7 11:30:48,2017-05-07 11:39:01,493
25,71,2017-5-7 11:29:41,2017-05-07 11:30:32,51
25,70,2017-5-7 11:28:51,2017-05-07 11:29:29,38
25,68,2017-5-7 11:22:38,2017-05-07 11:23:15,37
13,71,2017-5-7 10:29:14,2017-05-07 10:30:04,50
13,67,2017-5-6 09:56:50,2017-05-06 09:59:45,175
13,68,2017-5-6 09:56:12,2017-05-06 09:56:41,29
13,69,2017-5-6 09:51:31,2017-05-06 09:56:02,271
13,70,2017-5-6 09:50:51,2017-05-06 09:51:13,22
56,69,2017-5-5 11:54:08,2017-05-05 11:56:28,140
56,68,2017-5-5 11:51:52,2017-05-05 11:53:03,71
32,68,2017-5-5 07:22:07,2017-05-05 07:24:12,125
32,67,2017-5-5 07:19:39,2017-05-05 07:21:54,135
32,66,2017-5-5 07:15:23,2017-05-05 07:19:25,242
32,69,2017-5-5 07:12:49,2017-05-05 07:15:12,143
